@@,item,itemlabel,startdate,enddate
+++,Q319983,Mahmoud Hammoud,2000,2003
---,Q319983,Mahmoud Hammoud,2000-10-26,2003-04-17
+++,Q319983,Mahmoud Hammoud,2004,2005
---,Q319983,Mahmoud Hammoud,2004-10-26,2005-03
---,Q3515658,Tarek Mitri,2006,2008
