item,itemLabel,startDate,endDate,sourceDate,psid
Q2094707,Selim Hoss,1998,2000,2022-09-29,Q2094707-1645D2D5-ABDE-43B3-87BD-42731A4EA39C
Q319983,Mahmoud Hammoud,2000-10-26,2003-04-17,,Q319983-83629086-40ea-0bbe-24d6-96bc78769c29
Q3173769,Jean Obeid,2003-04-17,2004-10-26,,Q3173769-26938d10-4801-4b21-08e3-bfd634efed1b
Q319983,Mahmoud Hammoud,2004-10-26,2005-03,,Q319983-D111CF74-F58D-4037-B14A-C7F3A7D8C166
Q58177,Fawzi Salloukh,2005-06-19,2009-11-09,,Q58177-382E1926-BA53-4216-BFE6-3D6B621F94D3
Q3515658,Tarek Mitri,2006,2008,,Q3515658-53701cc3-4106-aeb9-36f5-744a4a6331c6
Q4724634,Ali Al Shami,2009-11-09,2011-06-13,,Q4724634-0FA0421E-5B99-4456-A47B-C0BC4F32473D
Q58274,Adnan Mansour,2011-06-13,2014-02-15,,Q58274-A24941DE-9780-4E4E-8768-4E317E30513E
Q2737847,Gebran Bassil,2014-02-15,2020-01-21,,Q2737847-1C9ACE06-9016-4FDF-9AEE-954E8F10D9B3
Q20423714,Nassif Hitti,2020-01-21,2020-08-03,,Q20423714-92984bea-4bc8-167f-2b3a-754149c20569
Q98067735,Charbel Wehbe,2020-08-03,2021-05-19,,Q98067735-3d8ba1e0-4b72-0605-e7ad-e2eef7729178
Q83475144,Zeina Akar,2021-05-19,2021-09-10,,Q83475144-511423CD-BAC0-476F-98BB-6B18ED4C0DEE
Q108504531,Abdallah Bou Habib,2021-09-10,,,Q108504531-6AEC5DCB-602B-4883-BA90-89E230B6F89E
