position,title
Q96376243,Deputy Speaker of the Parliament
Q40337999,ambassador to Canada
Q53646500,ambassador to Finland
Q76451773,ambassador to France
Q105531826,ambassador to Germany
Q30595917,ambassador to the People's Republic of China
Q107429061,ambassador to Qatar
Q53255998,ambassador to the United Arab Emirates
Q53259553,ambassador to the United Kingdom
Q30592091,ambassador to the United States of America
Q30076709,ambassador
Q2985709,Commander of the Lebanese Armed Forces
