who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
592775,List of Speakers of the Parliament of Lebanon,Speaker of the Parliament of Lebanon,1992-10-20,,Hussein el-Husseini,Hussein el-Husseini,,,0
592775,Amal Movement,President of Amal Movement,,,,,,,1
592775,,,1980,,Hussein el-Husseini,Hussein el-Husseini,,,2
