item,itemLabel,startDate,endDate,sourceDate,psid
Q764478,Issam Fares,2000-10-26,2003-04-17,2022-09-29,Q764478-FE1F88E5-8386-4C81-BD3F-2B6CA487EC80
Q764478,Issam Fares,2003-04-17,2004-10-26,2022-09-29,Q764478-CE665EBF-93FD-4864-ABB0-63E290779FB2
Q764478,Issam Fares,2004-10-26,2005-04-19,2022-09-29,Q764478-340C5684-1C3B-4E4F-9EBE-8A87D6D3EEE9
Q1329138,Elias Murr,2005-04-19,2005-07-19,2022-09-29,Q1329138-AB28DB67-5978-40A7-92DA-39F4B53BFC23
Q1329138,Elias Murr,2005-07-19,2005-11-13,2022-09-29,Q1329138-CF9FA839-F2DA-4D7D-8E32-A82A34E1FFE2
Q657217,Issam Abu Jamra,2008-07-11,2009-11-09,2022-09-29,Q657217-F27C3889-8E5C-422A-9725-F91CA965229B
Q1329138,Elias Murr,2009-11-09,2011-01-12,2022-09-29,Q1329138-30A6BE58-B392-4A6F-BBF6-780A84E5CE94
Q7409525,Samir Mouqbel,2011-06-13,2013-03-23,2022-09-29,Q7409525-FA0DD152-9911-457B-ABAE-73F07F2CCE33
Q7409525,Samir Mouqbel,2014-02-15,2016-12-18,2022-09-29,Q7409525-EF59A6D6-A3B1-46D0-9369-4EB7CFDA7F4F
Q5555850,Ghassan Hasbani,2016-12-18,2019-02-03,2022-09-29,Q5555850-1E82BA35-D32E-441A-8055-BD9143C6DB2D
Q5555850,Ghassan Hasbani,2019-02-03,2019-10-29,2022-09-29,Q5555850-D350EA8F-4A5E-4A6C-8E91-7D2A81E4C9AF
Q83475144,Zeina Akar,2020-01-21,2021-09-10,,Q83475144-6DC29D86-4383-412E-B882-68BBFC576140
Q108507913,Saadeh Al Shami,2021-09-10,,2022-09-29,Q108507913-D12C7B74-9EEF-439F-8715-25E9AA246A84
