item,rank,gender,isIdentity,hasref,refitem,exurl,wmurl,wmproj
Q108504530,NormalRank,Q6581097,true,false,,,,
Q108504531,NormalRank,Q6581097,true,false,,,,
Q108504532,NormalRank,Q6581097,true,false,,,,
Q108504533,NormalRank,Q6581097,true,false,,,,
Q108504534,NormalRank,Q6581097,true,false,,,,
Q108507913,NormalRank,Q6581097,true,true,false,false,false,true
Q108508019,NormalRank,Q6581097,true,false,,,,
Q108508021,NormalRank,Q6581097,true,false,,,,
Q108508022,NormalRank,Q6581097,true,false,,,,
Q108508023,NormalRank,Q6581097,true,false,,,,
Q108508025,NormalRank,Q6581097,true,false,,,,
Q108508033,NormalRank,Q6581097,true,false,,,,
Q108508043,NormalRank,Q6581097,true,false,,,,
Q108508044,NormalRank,Q6581097,true,false,,,,
Q108508045,NormalRank,Q6581097,true,false,,,,
Q108508046,NormalRank,Q6581097,true,true,false,false,false,true
Q108508047,NormalRank,Q6581097,true,true,false,false,false,true
Q108508048,NormalRank,Q6581097,true,false,,,,
Q108508058,NormalRank,Q6581097,true,true,false,false,false,true
Q108524635,NormalRank,Q6581072,true,false,,,,
Q108524708,NormalRank,Q6581097,true,false,,,,
Q111685992,NormalRank,Q6581097,true,false,,,,
Q12210092,NormalRank,Q6581097,true,false,,,,
Q1250858,NormalRank,Q6581097,true,false,,,,
Q1329138,NormalRank,Q6581097,true,false,,,,
Q1395651,NormalRank,Q6581072,true,true,false,false,false,true
Q15047048,NormalRank,Q6581097,true,false,,,,
Q1738970,NormalRank,Q6581097,true,false,,,,
Q192778,NormalRank,Q6581097,true,true,false,false,false,true
Q192778,NormalRank,Q6581097,true,true,true,true,false,false
Q20383134,NormalRank,Q6581097,true,false,,,,
Q20423714,NormalRank,Q6581097,true,false,,,,
Q206479,NormalRank,Q6581097,true,true,false,false,false,true
Q2081667,NormalRank,Q6581097,true,false,,,,
Q2094707,NormalRank,Q6581097,true,true,true,false,false,false
Q2094707,NormalRank,Q6581097,true,true,true,true,false,false
Q21005151,NormalRank,Q6581097,true,false,,,,
Q251878,NormalRank,Q6581097,true,false,,,,
Q2737847,NormalRank,Q6581097,true,false,,,,
Q2820965,NormalRank,Q6581097,true,false,,,,
Q2821159,NormalRank,Q6581097,true,false,,,,
Q2829137,NormalRank,Q6581097,true,false,,,,
Q2829473,NormalRank,Q6581097,true,false,,,,
Q2836246,NormalRank,Q6581097,true,false,,,,
Q2943722,NormalRank,Q6581097,true,false,,,,
Q296771,NormalRank,Q6581097,true,true,false,false,false,true
Q3047466,NormalRank,Q6581097,true,false,,,,
Q3066903,NormalRank,Q6581097,true,false,,,,
Q3102522,NormalRank,Q6581097,true,true,true,true,false,false
Q3102522,NormalRank,Q6581097,true,true,true,false,false,false
Q314263,NormalRank,Q6581097,true,true,false,false,false,true
Q3143487,NormalRank,Q6581097,true,false,,,,
Q3173769,NormalRank,Q6581097,true,false,,,,
Q3178636,NormalRank,Q6581097,true,false,,,,
Q318493,NormalRank,Q6581097,true,false,,,,
Q3196030,NormalRank,Q6581097,true,false,,,,
Q319983,NormalRank,Q6581097,true,false,,,,
Q3293349,NormalRank,Q6581097,true,false,,,,
Q330377,NormalRank,Q6581097,true,false,,,,
Q330587,NormalRank,Q6581097,true,true,true,false,false,false
Q330587,NormalRank,Q6581097,true,true,true,true,false,false
Q3318922,NormalRank,Q6581097,true,false,,,,
Q3318961,NormalRank,Q6581097,true,false,,,,
Q3319041,NormalRank,Q6581097,true,false,,,,
Q3362882,NormalRank,Q6581097,true,true,true,false,false,false
Q3384605,NormalRank,Q6581097,true,false,,,,
Q339999,NormalRank,Q6581097,true,false,,,,
Q3420579,NormalRank,Q6581072,true,false,,,,
Q3435215,NormalRank,Q6581097,true,true,false,false,false,false
Q3455975,NormalRank,Q6581097,true,false,,,,
Q3470778,NormalRank,Q6581097,true,false,,,,
Q3470835,NormalRank,Q6581097,true,false,,,,
Q3514836,NormalRank,Q6581097,true,false,,,,
Q3515658,NormalRank,Q6581097,true,true,true,false,false,false
Q3566888,NormalRank,Q6581097,true,false,,,,
Q3572943,NormalRank,Q6581097,true,false,,,,
Q363392,NormalRank,Q6581097,true,true,true,true,false,false
Q363392,NormalRank,Q6581097,true,true,false,false,false,true
Q363392,NormalRank,Q6581097,true,true,true,false,false,false
Q396606,NormalRank,Q6581097,true,false,,,,
Q4165335,NormalRank,Q6581097,true,true,false,false,false,false
Q4352658,NormalRank,Q6581097,true,false,,,,
Q4695381,NormalRank,Q6581097,true,false,,,,
Q4724634,NormalRank,Q6581097,true,false,,,,
Q5555850,NormalRank,Q6581097,true,false,,,,
Q56640421,NormalRank,Q6581097,true,false,,,,
Q5679624,NormalRank,Q6581097,true,false,,,,
Q657217,NormalRank,Q6581097,true,false,,,,
Q67846940,NormalRank,Q6581097,true,true,false,false,false,true
Q704220,NormalRank,Q6581097,true,true,false,false,false,true
Q7154798,NormalRank,Q6581072,true,true,false,false,false,true
Q7409525,NormalRank,Q6581097,true,false,,,,
Q743555,NormalRank,Q6581097,true,false,,,,
